"score_id"	"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"hallmark_hypoxia"	"LOX"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000113083"	99
"hallmark_hypoxia"	"LXN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000079257"	99
"hallmark_hypoxia"	"MAFF"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000185022"	99
"hallmark_hypoxia"	"MAP3K1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000095015"	99
"hallmark_hypoxia"	"MIF"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000240972"	99
"hallmark_hypoxia"	"MT1E"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000169715"	99
"hallmark_hypoxia"	"MT2A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000125148"	99
"hallmark_hypoxia"	"MXI1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000119950"	99
"hallmark_hypoxia"	"MYH9"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000100345"	99
"hallmark_hypoxia"	"NAGK"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000124357"	99
"hallmark_hypoxia"	"NCAN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000130287"	99
"hallmark_hypoxia"	"NDRG1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000104419"	99
"hallmark_hypoxia"	"NDST1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000070614"	99
"hallmark_hypoxia"	"NDST2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000166507"	99
"hallmark_hypoxia"	"NEDD4L"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000049759"	99
"hallmark_hypoxia"	"NFIL3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000165030"	99
"hallmark_hypoxia"	"NOCT"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000151014"	99
"hallmark_hypoxia"	"NR3C1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000113580"	99
"hallmark_hypoxia"	"P4HA1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000122884"	99
"hallmark_hypoxia"	"P4HA2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000072682"	99
"hallmark_hypoxia"	"PAM"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000145730"	99
"hallmark_hypoxia"	"PCK1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000124253"	99
"hallmark_hypoxia"	"PDGFB"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000100311"	99
"hallmark_hypoxia"	"PDK1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000152256"	99
"hallmark_hypoxia"	"PDK3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000067992"	99
"hallmark_hypoxia"	"PFKFB3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000170525"	99
"hallmark_hypoxia"	"PFKL"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000141959"	99
"hallmark_hypoxia"	"PFKP"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000067057"	99
"hallmark_hypoxia"	"PGAM2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000164708"	99
"hallmark_hypoxia"	"PGF"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000119630"	99
"hallmark_hypoxia"	"PGK1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000102144"	99
"hallmark_hypoxia"	"PGM1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000079739"	99
"hallmark_hypoxia"	"PGM2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000169299"	99
"hallmark_hypoxia"	"PHKG1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000164776"	99
"hallmark_hypoxia"	"PIM1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000137193"	99
"hallmark_hypoxia"	"PKLR"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000143627"	99
"hallmark_hypoxia"	"PKP1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000081277"	99
"hallmark_hypoxia"	"PLAC8"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000145287"	99
"hallmark_hypoxia"	"PLAUR"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000011422"	99
"hallmark_hypoxia"	"PLIN2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000147872"	99
"hallmark_hypoxia"	"PNRC1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000146278"	99
"hallmark_hypoxia"	"PPARGC1A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000109819"	99
"hallmark_hypoxia"	"PPFIA4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000143847"	99
"hallmark_hypoxia"	"PPP1R15A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000087074"	99
"hallmark_hypoxia"	"PPP1R3C"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000119938"	99
"hallmark_hypoxia"	"PRDX5"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000126432"	99
"hallmark_hypoxia"	"PRKCA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000154229"	99
"hallmark_hypoxia"	"PYGM"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000068976"	99
"hallmark_hypoxia"	"RBPJ"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000168214"	99
"hallmark_hypoxia"	"RORA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000069667"	99
"hallmark_hypoxia"	"RRAGD"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000025039"	99
"hallmark_hypoxia"	"S100A4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000196154"	99
"hallmark_hypoxia"	"SAP30"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000164105"	99
"hallmark_hypoxia"	"SCARB1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000073060"	99
"hallmark_hypoxia"	"SDC2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000169439"	99
"hallmark_hypoxia"	"SDC3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000162512"	99
"hallmark_hypoxia"	"SDC4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000124145"	99
"hallmark_hypoxia"	"SELENBP1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000143416"	99
"hallmark_hypoxia"	"SERPINE1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000106366"	99
"hallmark_hypoxia"	"SIAH2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000181788"	99
"hallmark_hypoxia"	"SLC25A1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000100075"	99
"hallmark_hypoxia"	"SLC2A1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000117394"	99
"hallmark_hypoxia"	"SLC2A3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000059804"	99
"hallmark_hypoxia"	"SLC2A5"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000142583"	99
"hallmark_hypoxia"	"SLC37A4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000137700"	99
"hallmark_hypoxia"	"SLC6A6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000131389"	99
"hallmark_hypoxia"	"SRPX"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000101955"	99
"hallmark_hypoxia"	"STBD1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000118804"	99
"hallmark_hypoxia"	"STC1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000159167"	99
"hallmark_hypoxia"	"STC2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000113739"	99
"hallmark_hypoxia"	"SULT2B1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000088002"	99
"hallmark_hypoxia"	"TES"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000135269"	99
"hallmark_hypoxia"	"TGFB3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000119699"	99
"hallmark_hypoxia"	"TGFBI"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000120708"	99
"hallmark_hypoxia"	"TGM2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000198959"	99
"hallmark_hypoxia"	"TIPARP"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000163659"	99
"hallmark_hypoxia"	"TKTL1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000007350"	99
"hallmark_hypoxia"	"TMEM45A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000181458"	99
"hallmark_hypoxia"	"TNFAIP3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000118503"	99
"hallmark_hypoxia"	"TPBG"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000146242"	99
"hallmark_hypoxia"	"TPD52"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000076554"	99
"hallmark_hypoxia"	"TPI1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000111669"	99
"hallmark_hypoxia"	"TPST2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000128294"	99
"hallmark_hypoxia"	"UGP2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000169764"	99
"hallmark_hypoxia"	"VEGFA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000112715"	99
"hallmark_hypoxia"	"VHL"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000134086"	99
"hallmark_hypoxia"	"VLDLR"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000147852"	99
"hallmark_hypoxia"	"WSB1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000109046"	99
"hallmark_hypoxia"	"XPNPEP1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000108039"	99
"hallmark_hypoxia"	"ZFP36"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000128016"	99
"hallmark_hypoxia"	"ZNF292"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000188994"	99
"mense_hypoxia_up"	"ABCB6"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000115657"	99
"mense_hypoxia_up"	"AC074143.1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	""	99
"mense_hypoxia_up"	"ADM"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000148926"	99
"mense_hypoxia_up"	"ALDOC"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000109107"	99
"mense_hypoxia_up"	"ANG"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000214274"	99
"mense_hypoxia_up"	"ANGPTL4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000167772"	99
"mense_hypoxia_up"	"ANKRD37"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000186352"	99
"mense_hypoxia_up"	"ASPH"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000198363"	99
"mense_hypoxia_up"	"ATF3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000162772"	99
"mense_hypoxia_up"	"BHLHE40"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000134107"	99
"mense_hypoxia_up"	"BHLHE41"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000123095"	99
"mense_hypoxia_up"	"BNIP3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000176171"	99
"mense_hypoxia_up"	"BNIP3L"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000104765"	99
